key,contrast,estimate,SE,df,t.ratio,p.value
Fouling biomass (g),10 | 35 - 10 | 50,-0.2813550528956945,0.35271252987450247,87,-0.7976894186203211,0.4272226145738318
Fouling biomass (g),10 | 35 - 20 | 25,0.11625011576224328,0.36356775403784947,87,0.31974814727419687,0.7499258409195471
Fouling biomass (g),10 | 35 - 20 | 40,-0.07119008093100489,0.3527125298745025,87,-0.20183598511891482,0.8405161458581014
Fouling biomass (g),10 | 35 - 30 | 15,0.2576849585487019,0.35271252987450274,87,0.7305806761114717,0.46699821520144924
Fouling biomass (g),10 | 35 - 30 | 30,0.3732852402027414,0.35271252987450247,87,1.0583271321139593,0.2928359753982615
Fouling biomass (g),10 | 35 - 45 | 0,0.041234367100878605,0.36356775403784986,87,0.11341590843225835,0.9099621364908801
Fouling biomass (g),10 | 35 - 60 | 0,0.032234898284373995,0.3527125298745025,87,0.0913914180929251,0.9273916815207669
Fouling biomass (g),10 | 50 - 20 | 25,0.3976051686579378,0.36356775403784924,87,1.0936205541939925,0.27714023621637096
Fouling biomass (g),10 | 50 - 20 | 40,0.21016497196468964,0.35271252987450236,87,0.5958534335014065,0.5528201834564641
Fouling biomass (g),10 | 50 - 30 | 15,0.5390400114443965,0.3527125298745026,87,1.5282700947317933,0.1300732550342105
Fouling biomass (g),10 | 50 - 30 | 30,0.654640293098436,0.35271252987450236,87,1.8560165507342812,0.0668366153698229
Fouling biomass (g),10 | 50 - 45 | 0,0.32258941999657315,0.3635677540378497,87,0.8872883153520528,0.37737002819789034
Fouling biomass (g),10 | 50 - 60 | 0,0.31358995118006855,0.35271252987450236,87,0.8890808367132467,0.3764113629875586
Fouling biomass (g),20 | 25 - 20 | 40,-0.18744019669324818,0.36356775403784924,87,-0.5155578144967573,0.6074709388318769
Fouling biomass (g),20 | 25 - 30 | 15,0.14143484278645863,0.3635677540378495,87,0.389019216406454,0.6982124430358814
Fouling biomass (g),20 | 25 - 30 | 30,0.25703512444049814,0.3635677540378493,87,0.7069799826464793,0.4814682692489486
Fouling biomass (g),20 | 25 - 45 | 0,-0.07501574866136468,0.37410813252558506,87,-0.20051889317384564,0.8415427919733438
Fouling biomass (g),20 | 25 - 60 | 0,-0.08401521747786929,0.36356775403784924,87,-0.23108544843369933,0.81779101140691
Fouling biomass (g),20 | 40 - 30 | 15,0.3288750394797068,0.3527125298745026,87,0.9324166612303869,0.35370167764286964
Fouling biomass (g),20 | 40 - 30 | 30,0.4444753211337463,0.35271252987450236,87,1.2601631172328747,0.21098017734703978
Fouling biomass (g),20 | 40 - 45 | 0,0.11242444803188349,0.3635677540378497,87,0.3092255756548184,0.7578892931636052
Fouling biomass (g),20 | 40 - 60 | 0,0.10342497921537888,0.35271252987450236,87,0.29322740321184004,0.7700466393511931
Fouling biomass (g),30 | 15 - 30 | 30,0.1156002816540395,0.3527125298745025,87,0.3277464560024869,0.7438907782774997
Fouling biomass (g),30 | 15 - 45 | 0,-0.2164505914478233,0.3635677540378499,87,-0.5953514552483917,0.5531540852220165
